# Global statistics file
######################################################
# The quantities are all given in internal units!
#
# (0)  Simulation step
#      Unit = dimensionless
# (1)  Time since Big Bang (cosmological run), Time since start of the simulation (non-cosmological run).
#      Unit = 1.000000e+00 s
#      Unit = 3.168877e-08 yr 
#      Unit = 3.168877e-14 Myr 
# (2)  Scale factor
#      Unit = dimensionless
# (3)  Redshift
#      Unit = dimensionless
# (4)  Total mass in the simulation. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (5)  Total gas mass in the simulation (Particle type 0). 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (6)  Total dark matter mass in the simulation (Particle type 1 & 2). 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (7)  Total sink mass in the simulation (Particle type 3). 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (8)  Total stellar mass in the simulation (Particle type 4). 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (9)  Total black hole mass in the simulation (Particle type 5). 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (10) Total metal mass in the gas phase. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (11) Total metal mass locked in stars. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (12) Total metal mass locked in black holes. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (13) Total kinetic energy (physical). 
#      Unit = 1.000000e+07 erg
# (14) Total internal (thermal) energy of the gas (physical). 
#      Unit = 1.000000e+07 erg
# (15) Total potential energy (physical). 
#      Unit = 1.000000e+07 erg
# (16) Total radiated energy of the gas (physical). 
#      Unit = 1.000000e+07 erg
# (17) Total gas entropy (physical). 
#      Unit = 1.000000e+09 gram**(0.333) * cm**(4.000) * s**(-2.000)
# (18) Comoving centre of mass of the simulation (x coordinate). 
#      Unit = 1.000000e+02 cm
#      Unit = 3.240779e-17 pc
#      Unit = 3.240779e-23 Mpc
# (19) Comoving centre of mass of the simulation (y coordinate). 
#      Unit = 1.000000e+02 cm
#      Unit = 3.240779e-17 pc
#      Unit = 3.240779e-23 Mpc
# (20) Comoving centre of mass of the simulation (z coordinate). 
#      Unit = 1.000000e+02 cm
#      Unit = 3.240779e-17 pc
#      Unit = 3.240779e-23 Mpc
# (21) Comoving momentum of the simulation (x coordinate). 
#      Unit = 1.000000e+05 gram * cm * s**-1
# (22) Comoving momentum of the simulation (y coordinate). 
#      Unit = 1.000000e+05 gram * cm * s**-1
# (23) Comoving momentum of the simulation (z coordinate). 
#      Unit = 1.000000e+05 gram * cm * s**-1
# (24) Comoving angular momentum of the simulation (x coordinate). 
#      Unit = 1.000000e+07 gram * cm**2 * s**-1
# (25) Comoving angular momentum of the simulation (y coordinate). 
#      Unit = 1.000000e+07 gram * cm**2 * s**-1
# (26) Comoving angular momentum of the simulation (z coordinate). 
#      Unit = 1.000000e+07 gram * cm**2 * s**-1
# (27) Sum of instantaneous accretion rate of all black holes in the simulation. 
#      Unit = 1.000000e+03 gram * s**-1
#      Unit = 1.587043e-23 Msun/yr
# (28)  Total mass accreted by black holes in the simulation (not including mass accreted by progenitors that have merged in the current BHs). 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (29)  Total black hole subgrid mass in the simulation. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (30) Total Hydrogen (all species) mass in the gas phase of the simulation. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (31) Total Molecular Hydrogen mass in the gas phase of the simulation. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (32) Total Atomic Hydrogen mass in the gas phase of the simulation. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (33) Total Helium (all species) mass in the gas phase of the simulation. 
#      Unit = 1.000000e+03 gram
#      Unit = 5.029144e-31 Msun
# (34) Total Magnetic Energy B2/(2*mu0) in thesimulation. 
#      Unit = 1.000000e+07 erg
# (35) Total DivB error in thesimulation. 
#      Unit = dimensionless
# (36) Total Cross Helicity :: sum(V.B) in thesimulation. 
#      Unit = 1.000000e+06 gram * cm * s**-3 * A**-1 
# (37) Total Magnetic Helicity :: sum(A.B) in thesimulation. 
#      Unit = 1.000000e-08 gram**2 * cm * s**-4 * A**-2
# (38) Total bolometric luminosity of the BHs. 
#      Unit = 1.000000e+07 erg * s**-1
# (39) Total jet power of the BHs. 
#      Unit = 1.000000e+07 erg * s**-1
#
#           (0)            (1)            (2)            (3)            (4)            (5)            (6)            (7)            (8)            (9)           (10)           (11)           (12)           (13)           (14)           (15)           (16)           (17)           (18)           (19)           (20)           (21)           (22)           (23)           (24)           (25)           (26)           (27)           (28)           (29)           (30)           (31)           (32)           (33)           (34)            (35)            (36)            (37)           (38)            (39) 
#          Step           Time              a              z     Total mass       Gas mass        DM mass      Sink mass      Star mass        BH mass     Gas Z mass    Star Z mass      BH Z mass    Kin. Energy    Int. Energy    Pot. energy    Rad. energy    Gas Entropy          CoM x          CoM y          CoM z         Mom. x         Mom. y         Mom. z    Ang. mom. x    Ang. mom. y    Ang. mom. z   BH acc. rate   BH acc. mass   BH sub. mass     Gas H mass    Gas H2 mass    Gas HI mass    Gas He mass    Mag. Energy        DivB err    Cr. Helicity   Mag. Helicity   BH bol. lum.   BH jet power 
             42   2.047680e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603792e+18   1.315465e+19   0.000000e+00  -9.839542e+31  -1.199610e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             42   2.056320e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603776e+18   1.315467e+19   0.000000e+00  -9.839549e+31  -1.199610e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             42   2.064960e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603787e+18   1.315466e+19   0.000000e+00  -9.839556e+31  -1.199611e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             43   2.073600e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603783e+18   1.315466e+19   0.000000e+00  -9.839546e+31  -1.199612e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             43   2.082240e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603756e+18   1.315465e+19   0.000000e+00  -9.839544e+31  -1.199595e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             43   2.090880e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603762e+18   1.315466e+19   0.000000e+00  -9.839546e+31  -1.199600e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             43   2.099520e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603787e+18   1.315465e+19   0.000000e+00  -9.839545e+31  -1.199609e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             43   2.108160e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603752e+18   1.315468e+19   0.000000e+00  -9.839555e+31  -1.199598e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             44   2.116800e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603767e+18   1.315466e+19   0.000000e+00  -9.839549e+31  -1.199600e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             44   2.125440e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603755e+18   1.315467e+19   0.000000e+00  -9.839548e+31  -1.199592e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             44   2.134080e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603771e+18   1.315468e+19   0.000000e+00  -9.839557e+31  -1.199606e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             44   2.142720e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603761e+18   1.315466e+19   0.000000e+00  -9.839545e+31  -1.199594e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             44   2.151360e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603773e+18   1.315465e+19   0.000000e+00  -9.839544e+31  -1.199605e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             44   2.160000e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603756e+18   1.315467e+19   0.000000e+00  -9.839556e+31  -1.199590e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             45   2.168640e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603767e+18   1.315468e+19   0.000000e+00  -9.839566e+31  -1.199600e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             45   2.177280e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603787e+18   1.315468e+19   0.000000e+00  -9.839569e+31  -1.199612e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             45   2.185920e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603767e+18   1.315467e+19   0.000000e+00  -9.839560e+31  -1.199607e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             45   2.194560e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603773e+18   1.315468e+19   0.000000e+00  -9.839560e+31  -1.199603e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             45   2.203200e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603769e+18   1.315469e+19   0.000000e+00  -9.839563e+31  -1.199607e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             46   2.211840e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603783e+18   1.315466e+19   0.000000e+00  -9.839551e+31  -1.199611e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             46   2.220480e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603774e+18   1.315467e+19   0.000000e+00  -9.839548e+31  -1.199605e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             46   2.229120e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603771e+18   1.315467e+19   0.000000e+00  -9.839550e+31  -1.199602e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             46   2.237760e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603775e+18   1.315467e+19   0.000000e+00  -9.839553e+31  -1.199605e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             46   2.246400e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603793e+18   1.315466e+19   0.000000e+00  -9.839543e+31  -1.199618e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             46   2.255040e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603777e+18   1.315465e+19   0.000000e+00  -9.839544e+31  -1.199608e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             47   2.263680e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603786e+18   1.315468e+19   0.000000e+00  -9.839568e+31  -1.199615e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             47   2.272320e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603777e+18   1.315468e+19   0.000000e+00  -9.839563e+31  -1.199614e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             47   2.280960e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603775e+18   1.315470e+19   0.000000e+00  -9.839572e+31  -1.199608e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             47   2.289600e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603791e+18   1.315469e+19   0.000000e+00  -9.839562e+31  -1.199614e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             47   2.298240e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603781e+18   1.315468e+19   0.000000e+00  -9.839566e+31  -1.199609e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             47   2.306880e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603780e+18   1.315468e+19   0.000000e+00  -9.839568e+31  -1.199609e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             48   2.315520e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603786e+18   1.315469e+19   0.000000e+00  -9.839566e+31  -1.199614e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             48   2.324160e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603790e+18   1.315468e+19   0.000000e+00  -9.839563e+31  -1.199616e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             48   2.332800e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603766e+18   1.315468e+19   0.000000e+00  -9.839563e+31  -1.199603e+31   1.346655e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             48   2.341440e+07      1.0000000      0.0000000   5.683000e+26   0.000000e+00   5.683000e+26   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.620271e+23   0.000000e+00  -9.246497e+23   0.000000e+00   0.000000e+00   7.479894e+12   7.479894e+12   7.479894e+12  -1.603769e+18   1.315468e+19   0.000000e+00  -9.839565e+31  -1.199607e+31   1.346656e+33   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
